Composer,Piece,Movement
Enrique Granados,Escenas Románticas,No. 4 Mazurka
Enrique Granados,Escenas Románticas,No. 5 Allegretto
Enrique Granados,Escenas Románticas,No. 6 Epílogo
Enrique Granados,Valses Poéticos,1. Melodico
Enrique Granados,Valses Poéticos,2. Tempo de vals noble
Enrique Granados,Valses Poéticos,3. Tempo de vals lento
Enrique Granados,Valses Poéticos,4. Allegro humoristico
Enrique Granados,Valses Poéticos,5. Allegretto elegante
Enrique Granados,Valses Poéticos,6. Quasi ad libitum sentimental
Enrique Granados,Valses Poéticos,7. Vivo y brillante
Ferruccio Busoni,Fantasia Contrappuntistica BV 256,-
Ferruccio Busoni,Piano Sonata BV 204,1. Introduzione: Moderato
Ferruccio Busoni,Piano Sonata BV 204,2. Tema con variazioni: Moderato
Ferruccio Busoni,Piano Sonata BV 204,3. Finale: Allegro
Ferruccio Busoni,Toccata BV 287,1. Preludio
Ferruccio Busoni,Toccata BV 287,2. Fantasia
Ferruccio Busoni,Toccata BV 287,3. Ciaccona
Ferruccio Busoni,Sonatina No. 2 BV 259,-
Ferruccio Busoni,Sonatina No. 6 (Fantasia da camera super Carmen) BV 284,-
Ferruccio Busoni,Elegies BV 249,No. 1 Nach der Wendung (Recueillement)
Ferruccio Busoni,Elegies BV 249,No. 2 All'Italia! (In modo Napolitano)
Ferruccio Busoni,Elegies BV 249,No. 3 Chopin
Ferruccio Busoni,Elegies BV 249,No. 4 Turandots Frauengemach
Ferruccio Busoni,Elegies BV 249,No. 5 Die Nächtlichen (Waltz)
Ferruccio Busoni,Elegies BV 249,No. 6 Erscheinung (Notturno)
Ferruccio Busoni,Elegies BV 249,No. 7 Berceuse
Leopold Godowsky,53 Studies on Chopin's Études,Studies on Op. 10 No. 1 (left hand)
Leopold Godowsky,53 Studies on Chopin's Études,Studies on Op. 10 No. 2 (left hand)
Leopold Godowsky,53 Studies on Chopin's Études,Studies on Op. 10 No. 3
Leopold Godowsky,53 Studies on Chopin's Études,Studies on Op. 10 No. 4
Leopold Godowsky,53 Studies on Chopin's Études,Studies on Op. 10 No. 5
Leopold Godowsky,53 Studies on Chopin's Études,Studies on Op. 10 No. 6
Leopold Godowsky,53 Studies on Chopin's Études,Studies on Op. 10 No. 7
Leopold Godowsky,53 Studies on Chopin's Études,Studies on Op. 10 No. 8
Leopold Godowsky,53 Studies on Chopin's Études,Studies on Op. 10 No. 9
Leopold Godowsky,53 Studies on Chopin's Études,Studies on Op. 10 No. 10
Leopold Godowsky,53 Studies on Chopin's Études,Studies on Op. 10 No. 11
Leopold Godowsky,53 Studies on Chopin's Études,Studies on Op. 10 No. 12
Leopold Godowsky,53 Studies on Chopin's Études,Studies on Op. 25 No. 1
Leopold Godowsky,53 Studies on Chopin's Études,Studies on Op. 25 No. 2
Leopold Godowsky,53 Studies on Chopin's Études,Studies on Op. 25 No. 3
Leopold Godowsky,53 Studies on Chopin's Études,Studies on Op. 25 No. 4
Leopold Godowsky,53 Studies on Chopin's Études,Studies on Op. 25 No. 5
Leopold Godowsky,53 Studies on Chopin's Études,Studies on Op. 25 No. 6
Leopold Godowsky,53 Studies on Chopin's Études,Studies on Op. 25 No. 7
Leopold Godowsky,53 Studies on Chopin's Études,Studies on Op. 25 No. 8
Leopold Godowsky,53 Studies on Chopin's Études,Studies on Op. 25 No. 9
Leopold Godowsky,53 Studies on Chopin's Études,Studies on Op. 25 No. 10
Leopold Godowsky,53 Studies on Chopin's Études,Studies on Op. 25 No. 11
Leopold Godowsky,53 Studies on Chopin's Études,Studies on Op. 25 No. 12
Leopold Godowsky,Java Suite,No. 1 Gamelan
Leopold Godowsky,Java Suite,"No. 2 Wayang-Purwa, Puppet Shadow Plays"
Leopold Godowsky,Java Suite,"No. 3 Hari Raja, The Three-Day Feast"
Leopold Godowsky,Java Suite,No. 4 Chattering Kite-Hawks
Leopold Godowsky,Java Suite,No. 5 The Ruined Water Castle at Djokjakarta
Leopold Godowsky,Java Suite,No. 6 The Bromo Volcano and the Sand Sea at Midnight
Leopold Godowsky,Java Suite,"No. 7 Three Dances: Serimpi, Gambhirsari, Kabosoran"
Leopold Godowsky,Java Suite,No. 8 A Court Pageant at the Sultan of Jogjakarta's Palace
Leopold Godowsky,Java Suite,No. 9 In the Streets and Highways of Old Batavia
Leopold Godowsky,Java Suite,No. 10 In the Kraton
Leopold Godowsky,Java Suite,No. 11 The Gardens of Buitenzorg
Leopold Godowsky,Java Suite,No. 12 The Fragrant Shores of Nusa Lembongan
Leopold Godowsky,Triakontameron,No. 11 Alt Wien
Johann Sebastian Bach / Ferruccio Busoni (arr.),Chaconne in D minor BWV 1004 (arr. Busoni),-
Johann Sebastian Bach / Ferruccio Busoni (arr.),Toccata and Fugue in D minor BWV 565 (arr. Busoni),-
Johann Sebastian Bach / Ferruccio Busoni (arr.),Organ Prelude and Fugue in D major BWV 532 (arr. Busoni),-
Johann Sebastian Bach / Ferruccio Busoni (arr.),Prelude and Fugue in E♭ major BWV 552 (arr. Busoni),-
Johann Sebastian Bach / Ferruccio Busoni (arr.),"Nun komm, der Heiden Heiland BWV 659 (arr. Busoni)",-
Johann Sebastian Bach / Ferruccio Busoni (arr.),"Ich ruf zu dir, Herr Jesu Christ BWV 639 (arr. Busoni)",-
Johann Sebastian Bach / Ferruccio Busoni (arr.),10 Chorale Preludes (arr. Busoni),"No. 1 Wie wohl ist mir, o Freund der Seele BWV 517"
Johann Sebastian Bach / Ferruccio Busoni (arr.),10 Chorale Preludes (arr. Busoni),"No. 2 Wachet auf, ruft uns die Stimme BWV 645"
Johann Sebastian Bach / Ferruccio Busoni (arr.),10 Chorale Preludes (arr. Busoni),"No. 3 Nun freut euch, lieben Christen g'mein BWV 734"
Johann Sebastian Bach / Ferruccio Busoni (arr.),10 Chorale Preludes (arr. Busoni),"No. 4 Ich ruf zu dir, Herr Jesu Christ BWV 639"
Johann Sebastian Bach / Ferruccio Busoni (arr.),10 Chorale Preludes (arr. Busoni),No. 5 In dir ist Freude BWV 615
Johann Sebastian Bach / Ferruccio Busoni (arr.),10 Chorale Preludes (arr. Busoni),"No. 6 Nun komm, der Heiden Heiland BWV 659"
Johann Sebastian Bach / Ferruccio Busoni (arr.),10 Chorale Preludes (arr. Busoni),"No. 7 Jesus, Joy of Man's Desiring BWV 147"
Johann Sebastian Bach / Ferruccio Busoni (arr.),10 Chorale Preludes (arr. Busoni),"No. 8 Kommst du nun, Jesu, vom Himmel herunter BWV 650"
Johann Sebastian Bach / Ferruccio Busoni (arr.),10 Chorale Preludes (arr. Busoni),No. 9 Durch Adams Fall ist ganz verderbt BWV 637
Johann Sebastian Bach / Ferruccio Busoni (arr.),10 Chorale Preludes (arr. Busoni),No. 10 Herzlich tut mich verlangen BWV 727
Johann Sebastian Bach / Sergei Rachmaninoff (arr.),"Violin Partita No. 3: Prelude, Gavotte and Gigue BWV 1006 (arr. Rachmaninoff)",1. Prelude
Johann Sebastian Bach / Sergei Rachmaninoff (arr.),"Violin Partita No. 3: Prelude, Gavotte and Gigue BWV 1006 (arr. Rachmaninoff)",2. Gavotte
Johann Sebastian Bach / Sergei Rachmaninoff (arr.),"Violin Partita No. 3: Prelude, Gavotte and Gigue BWV 1006 (arr. Rachmaninoff)",3. Gigue
Johann Sebastian Bach / Myra Hess (arr.),"Jesu, Joy of Man's Desiring BWV 147 (arr. Hess)",-
Johann Sebastian Bach / Alexander Siloti (arr.),Prelude in B minor BWV 855a (arr. Siloti),-
Johann Sebastian Bach / Wilhelm Kempff (arr.),Siciliana from Flute Sonata BWV 1031 (arr. Kempff),-
Johann Sebastian Bach / Wilhelm Kempff (arr.),Sheep May Safely Graze BWV 208 (arr. Kempff),-
Johann Sebastian Bach / Percy Grainger (arr.),Blithe Bells (arr. Grainger after Sheep May Safely Graze),-
Franz Schubert / Franz Liszt (arr.),Schwanengesang S.560 (arr. Liszt),No. 1 Liebesbotschaft
Franz Schubert / Franz Liszt (arr.),Schwanengesang S.560 (arr. Liszt),No. 2 Kriegers Ahnung
Franz Schubert / Franz Liszt (arr.),Schwanengesang S.560 (arr. Liszt),No. 3 Frühlingssehnsucht
Franz Schubert / Franz Liszt (arr.),Schwanengesang S.560 (arr. Liszt),No. 4 Ständchen
Franz Schubert / Franz Liszt (arr.),Schwanengesang S.560 (arr. Liszt),No. 5 Aufenthalt
Franz Schubert / Franz Liszt (arr.),Schwanengesang S.560 (arr. Liszt),No. 6 In der Ferne
Franz Schubert / Franz Liszt (arr.),Schwanengesang S.560 (arr. Liszt),No. 7 Abschied
Franz Schubert / Franz Liszt (arr.),Schwanengesang S.560 (arr. Liszt),No. 8 Der Atlas
Franz Schubert / Franz Liszt (arr.),Schwanengesang S.560 (arr. Liszt),No. 9 Ihr Bild
Franz Schubert / Franz Liszt (arr.),Schwanengesang S.560 (arr. Liszt),No. 10 Das Fischermädchen
Franz Schubert / Franz Liszt (arr.),Schwanengesang S.560 (arr. Liszt),No. 11 Die Stadt
Franz Schubert / Franz Liszt (arr.),Schwanengesang S.560 (arr. Liszt),No. 12 Am Meer
Franz Schubert / Franz Liszt (arr.),Schwanengesang S.560 (arr. Liszt),No. 13 Der Doppelgänger
Franz Schubert / Franz Liszt (arr.),Schwanengesang S.560 (arr. Liszt),No. 14 Die Taubenpost
Franz Schubert / Franz Liszt (arr.),Winterreise S.561 (arr. Liszt),No. 1 Gute Nacht
Franz Schubert / Franz Liszt (arr.),Winterreise S.561 (arr. Liszt),No. 2 Die Wetterfahne
Franz Schubert / Franz Liszt (arr.),Winterreise S.561 (arr. Liszt),No. 3 Gefrorne Tränen
Franz Schubert / Franz Liszt (arr.),Winterreise S.561 (arr. Liszt),No. 4 Erstarrung
Franz Schubert / Franz Liszt (arr.),Winterreise S.561 (arr. Liszt),No. 5 Der Lindenbaum
Franz Schubert / Franz Liszt (arr.),Winterreise S.561 (arr. Liszt),No. 6 Wasserflut
Franz Schubert / Franz Liszt (arr.),Winterreise S.561 (arr. Liszt),No. 7 Auf dem Flusse
Franz Schubert / Franz Liszt (arr.),Winterreise S.561 (arr. Liszt),No. 8 Rückblick
Franz Schubert / Franz Liszt (arr.),Winterreise S.561 (arr. Liszt),No. 9 Irrlicht
Franz Schubert / Franz Liszt (arr.),Winterreise S.561 (arr. Liszt),No. 10 Rast
Franz Schubert / Franz Liszt (arr.),Winterreise S.561 (arr. Liszt),No. 11 Frühlingstraum
Franz Schubert / Franz Liszt (arr.),Winterreise S.561 (arr. Liszt),No. 12 Einsamkeit
Franz Schubert / Franz Liszt (arr.),Winterreise S.561 (arr. Liszt),No. 13 Die Post
Franz Schubert / Franz Liszt (arr.),Winterreise S.561 (arr. Liszt),No. 14 Der greise Kopf
Franz Schubert / Franz Liszt (arr.),Winterreise S.561 (arr. Liszt),No. 15 Die Krähe
Franz Schubert / Franz Liszt (arr.),Winterreise S.561 (arr. Liszt),No. 16 Letzte Hoffnung
Franz Schubert / Franz Liszt (arr.),Winterreise S.561 (arr. Liszt),No. 17 Im Dorfe
Franz Schubert / Franz Liszt (arr.),Winterreise S.561 (arr. Liszt),No. 18 Der stürmische Morgen
Franz Schubert / Franz Liszt (arr.),Winterreise S.561 (arr. Liszt),No. 19 Täuschung
Franz Schubert / Franz Liszt (arr.),Winterreise S.561 (arr. Liszt),No. 20 Der Wegweiser
Franz Schubert / Franz Liszt (arr.),Winterreise S.561 (arr. Liszt),No. 21 Das Wirtshaus
Franz Schubert / Franz Liszt (arr.),Winterreise S.561 (arr. Liszt),No. 22 Mut
Franz Schubert / Franz Liszt (arr.),Winterreise S.561 (arr. Liszt),No. 23 Die Nebensonnen
Franz Schubert / Franz Liszt (arr.),Winterreise S.561 (arr. Liszt),No. 24 Der Leiermann
Franz Schubert / Franz Liszt (arr.),Soirées de Vienne S.427 (arr. Liszt),No. 1
Franz Schubert / Franz Liszt (arr.),Soirées de Vienne S.427 (arr. Liszt),No. 2
Franz Schubert / Franz Liszt (arr.),Soirées de Vienne S.427 (arr. Liszt),No. 3
Franz Schubert / Franz Liszt (arr.),Soirées de Vienne S.427 (arr. Liszt),No. 4
Franz Schubert / Franz Liszt (arr.),Soirées de Vienne S.427 (arr. Liszt),No. 5
Franz Schubert / Franz Liszt (arr.),Soirées de Vienne S.427 (arr. Liszt),No. 6
Franz Schubert / Franz Liszt (arr.),Soirées de Vienne S.427 (arr. Liszt),No. 7
Franz Schubert / Franz Liszt (arr.),Soirées de Vienne S.427 (arr. Liszt),No. 8
Franz Schubert / Franz Liszt (arr.),Soirées de Vienne S.427 (arr. Liszt),No. 9
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 1 in C major Op. 21 (arr. Liszt) S.464/1,1. Adagio molto – Allegro con brio
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 1 in C major Op. 21 (arr. Liszt) S.464/1,2. Andante cantabile con moto
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 1 in C major Op. 21 (arr. Liszt) S.464/1,3. Menuetto: Allegro molto e vivace
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 1 in C major Op. 21 (arr. Liszt) S.464/1,4. Finale: Adagio – Allegro molto e vivace
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 2 in D major Op. 36 (arr. Liszt) S.464/2,1. Adagio molto – Allegro con brio
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 2 in D major Op. 36 (arr. Liszt) S.464/2,2. Larghetto
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 2 in D major Op. 36 (arr. Liszt) S.464/2,3. Scherzo: Allegro
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 2 in D major Op. 36 (arr. Liszt) S.464/2,4. Finale: Allegro molto
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 3 in E♭ major Op. 55 (arr. Liszt) S.464/3,1. Allegro con brio
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 3 in E♭ major Op. 55 (arr. Liszt) S.464/3,2. Marcia funebre: Adagio assai
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 3 in E♭ major Op. 55 (arr. Liszt) S.464/3,3. Scherzo: Allegro vivace
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 3 in E♭ major Op. 55 (arr. Liszt) S.464/3,4. Finale: Allegro molto
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 4 in B♭ major Op. 60 (arr. Liszt) S.464/4,1. Adagio – Allegro vivace
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 4 in B♭ major Op. 60 (arr. Liszt) S.464/4,2. Adagio
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 4 in B♭ major Op. 60 (arr. Liszt) S.464/4,3. Allegro vivace
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 4 in B♭ major Op. 60 (arr. Liszt) S.464/4,4. Allegro ma non troppo
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 5 in C minor Op. 67 (arr. Liszt) S.464/5,1. Allegro con brio
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 5 in C minor Op. 67 (arr. Liszt) S.464/5,2. Andante con moto
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 5 in C minor Op. 67 (arr. Liszt) S.464/5,3. Allegro
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 5 in C minor Op. 67 (arr. Liszt) S.464/5,4. Allegro
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 6 in F major Op. 68 (arr. Liszt) S.464/6,1. Allegro ma non troppo
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 6 in F major Op. 68 (arr. Liszt) S.464/6,2. Andante molto mosso
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 6 in F major Op. 68 (arr. Liszt) S.464/6,3. Allegro
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 6 in F major Op. 68 (arr. Liszt) S.464/6,4. Allegro
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 6 in F major Op. 68 (arr. Liszt) S.464/6,5. Allegretto
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 7 in A major Op. 92 (arr. Liszt) S.464/7,1. Poco sostenuto – Vivace
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 7 in A major Op. 92 (arr. Liszt) S.464/7,2. Allegretto
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 7 in A major Op. 92 (arr. Liszt) S.464/7,3. Presto – Assai meno presto
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 7 in A major Op. 92 (arr. Liszt) S.464/7,4. Allegro con brio
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 8 in F major Op. 93 (arr. Liszt) S.464/8,1. Allegro vivace e con brio
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 8 in F major Op. 93 (arr. Liszt) S.464/8,2. Allegretto scherzando
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 8 in F major Op. 93 (arr. Liszt) S.464/8,3. Tempo di Menuetto
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 8 in F major Op. 93 (arr. Liszt) S.464/8,4. Allegro vivace
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 9 in D minor Op. 125 (arr. Liszt) S.464/9,1. Allegro ma non troppo
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 9 in D minor Op. 125 (arr. Liszt) S.464/9,2. Molto vivace
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 9 in D minor Op. 125 (arr. Liszt) S.464/9,3. Adagio molto e cantabile
Ludwig van Beethoven / Franz Liszt (arr.),Symphony No. 9 in D minor Op. 125 (arr. Liszt) S.464/9,4. Presto – Finale
Niccolò Paganini / Franz Liszt (arr.),La Campanella S.141/3 (arr. Liszt),-
Niccolò Paganini / Johannes Brahms (arr.),Variations on a Theme of Paganini Op. 35 (arr. Brahms),Book I
Niccolò Paganini / Johannes Brahms (arr.),Variations on a Theme of Paganini Op. 35 (arr. Brahms),Book II
Camille Saint-Saëns / Vladimir Horowitz (arr.),Danse macabre Op. 40 (arr. Horowitz),-
Georges Bizet / Vladimir Horowitz (arr.),Variations on a Theme from Bizet's Carmen (arr. Horowitz),-
Johannes Brahms / Vladimir Horowitz (arr.),"Variations on a Theme by Paganini Op. 35 (arr. Horowitz, Books I & II combined)",-
Frédéric Chopin / Leopold Godowsky (arr.),53 Studies on Chopin's Études (arr. Godowsky),Study No. 1 on Étude Op. 10 No. 1
Frédéric Chopin / Leopold Godowsky (arr.),53 Studies on Chopin's Études (arr. Godowsky),Study No. 2 on Étude Op. 10 No. 2 (left hand)
Frédéric Chopin / Leopold Godowsky (arr.),53 Studies on Chopin's Études (arr. Godowsky),Study No. 3 on Étude Op. 10 No. 4
Frédéric Chopin / Leopold Godowsky (arr.),53 Studies on Chopin's Études (arr. Godowsky),Study No. 4 on Étude Op. 10 No. 5
Frédéric Chopin / Leopold Godowsky (arr.),53 Studies on Chopin's Études (arr. Godowsky),Study No. 5 on Étude Op. 10 No. 6
Frédéric Chopin / Leopold Godowsky (arr.),53 Studies on Chopin's Études (arr. Godowsky),Study No. 6 on Étude Op. 10 No. 7
Frédéric Chopin / Leopold Godowsky (arr.),53 Studies on Chopin's Études (arr. Godowsky),Study No. 7 on Étude Op. 10 No. 8
Frédéric Chopin / Leopold Godowsky (arr.),53 Studies on Chopin's Études (arr. Godowsky),Study No. 8 on Étude Op. 10 No. 9
Frédéric Chopin / Leopold Godowsky (arr.),53 Studies on Chopin's Études (arr. Godowsky),Study No. 9 on Étude Op. 10 No. 10
Frédéric Chopin / Leopold Godowsky (arr.),53 Studies on Chopin's Études (arr. Godowsky),Study No. 10 on Étude Op. 10 No. 11
Frédéric Chopin / Leopold Godowsky (arr.),53 Studies on Chopin's Études (arr. Godowsky),Study No. 11 on Étude Op. 10 No. 12
Frédéric Chopin / Leopold Godowsky (arr.),53 Studies on Chopin's Études (arr. Godowsky),Study No. 12 on Étude Op. 25 No. 1
Frédéric Chopin / Leopold Godowsky (arr.),53 Studies on Chopin's Études (arr. Godowsky),Study No. 13 on Étude Op. 25 No. 2
Frédéric Chopin / Leopold Godowsky (arr.),53 Studies on Chopin's Études (arr. Godowsky),Study No. 14 on Étude Op. 25 No. 3
Frédéric Chopin / Leopold Godowsky (arr.),53 Studies on Chopin's Études (arr. Godowsky),Study No. 15 on Étude Op. 25 No. 4
Frédéric Chopin / Leopold Godowsky (arr.),53 Studies on Chopin's Études (arr. Godowsky),Study No. 16 on Étude Op. 25 No. 5
Frédéric Chopin / Leopold Godowsky (arr.),53 Studies on Chopin's Études (arr. Godowsky),Study No. 17 on Étude Op. 25 No. 6
Frédéric Chopin / Leopold Godowsky (arr.),53 Studies on Chopin's Études (arr. Godowsky),Study No. 18 on Étude Op. 25 No. 7
Frédéric Chopin / Leopold Godowsky (arr.),53 Studies on Chopin's Études (arr. Godowsky),Study No. 19 on Étude Op. 25 No. 8
Frédéric Chopin / Leopold Godowsky (arr.),53 Studies on Chopin's Études (arr. Godowsky),Study No. 20 on Étude Op. 25 No. 9
Frédéric Chopin / Leopold Godowsky (arr.),53 Studies on Chopin's Études (arr. Godowsky),Study No. 21 on Étude Op. 25 No. 10
Frédéric Chopin / Leopold Godowsky (arr.),53 Studies on Chopin's Études (arr. Godowsky),Study No. 22 on Étude Op. 25 No. 11
Frédéric Chopin / Leopold Godowsky (arr.),53 Studies on Chopin's Études (arr. Godowsky),Study No. 23 on Étude Op. 25 No. 12
Franz Schubert / Carl Tausig (arr.),Marche militaire Op. 51 No. 1 (arr. Tausig),-
Fritz Kreisler / Sergei Rachmaninoff (arr.),Liebesleid (arr. Rachmaninoff),-
Fritz Kreisler / Sergei Rachmaninoff (arr.),Liebesfreud (arr. Rachmaninoff),-
Felix Mendelssohn / Vladimir Horowitz (arr.),Midsummer Night's Dream: Wedding March (arr. Horowitz),-
Johann Strauss II / Adolf Schulz-Evler (arr.),Arabesques on the Blue Danube Op. 314 (arr. Schulz-Evler),-
Johann Strauss II / Leopold Godowsky (arr.),Symphonic Metamorphosis on Artist's Life Waltz Op. 316 (arr. Godowsky),-
Richard Wagner / Franz Liszt (arr.),Isoldens Liebestod S.447 (arr. Liszt),-
Richard Wagner / Franz Liszt (arr.),Spinning Song from Der fliegende Holländer S.440 (arr. Liszt),-
Richard Wagner / Franz Liszt (arr.),Pilgrim's Chorus from Tannhäuser S.443 (arr. Liszt),-
Johannes Brahms,51 Exercises WoO 6,Nos. 1–51
Pyotr Ilyich Tchaikovsky / Mikhail Pletnev (arr.),Suite from The Nutcracker (arr. Pletnev),1. March
Pyotr Ilyich Tchaikovsky / Mikhail Pletnev (arr.),Suite from The Nutcracker (arr. Pletnev),2. Dance of the Sugar Plum Fairy
Pyotr Ilyich Tchaikovsky / Mikhail Pletnev (arr.),Suite from The Nutcracker (arr. Pletnev),3. Tarantella
Pyotr Ilyich Tchaikovsky / Mikhail Pletnev (arr.),Suite from The Nutcracker (arr. Pletnev),4. Intermezzo
Pyotr Ilyich Tchaikovsky / Mikhail Pletnev (arr.),Suite from The Nutcracker (arr. Pletnev),5. Trepak (Russian Dance)
Pyotr Ilyich Tchaikovsky / Mikhail Pletnev (arr.),Suite from The Nutcracker (arr. Pletnev),6. Chinese Dance
Pyotr Ilyich Tchaikovsky / Mikhail Pletnev (arr.),Suite from The Nutcracker (arr. Pletnev),7. Dance of the Reed Flutes
Pyotr Ilyich Tchaikovsky / Mikhail Pletnev (arr.),Suite from The Nutcracker (arr. Pletnev),8. Waltz of the Flowers
Pyotr Ilyich Tchaikovsky / Mikhail Pletnev (arr.),Suite from Sleeping Beauty (arr. Pletnev),1. Introduction and Lilac Fairy
Pyotr Ilyich Tchaikovsky / Mikhail Pletnev (arr.),Suite from Sleeping Beauty (arr. Pletnev),2. Puss in Boots and the White Cat
Pyotr Ilyich Tchaikovsky / Mikhail Pletnev (arr.),Suite from Sleeping Beauty (arr. Pletnev),3. Panorama
Pyotr Ilyich Tchaikovsky / Mikhail Pletnev (arr.),Suite from Sleeping Beauty (arr. Pletnev),4. Pas d'action (Adagio)
Pyotr Ilyich Tchaikovsky / Mikhail Pletnev (arr.),Suite from Sleeping Beauty (arr. Pletnev),5. Valse (Aurora and the Princes)
Antonín Dvořák / Fritz Kreisler (arr.) / Leopold Godowsky (arr.),Slavonic Dance Op. 46 No. 8 (arr. Kreisler/Godowsky),-
John Philip Sousa / Vladimir Horowitz (arr.),Stars and Stripes Forever (arr. Horowitz),-
Georges Bizet / Vladimir Horowitz (arr.),Carmen Fantasy (arr. Horowitz),-
Frédéric Chopin / Franz Liszt (arr.),6 Chants polonais S.480 (arr. Liszt),No. 1 Le Désir
Frédéric Chopin / Franz Liszt (arr.),6 Chants polonais S.480 (arr. Liszt),No. 2 Le Chant du barde
Frédéric Chopin / Franz Liszt (arr.),6 Chants polonais S.480 (arr. Liszt),No. 3 La Fête
Frédéric Chopin / Franz Liszt (arr.),6 Chants polonais S.480 (arr. Liszt),No. 4 Bacchanale
Frédéric Chopin / Franz Liszt (arr.),6 Chants polonais S.480 (arr. Liszt),No. 5 Mon joyeux souvenir
Frédéric Chopin / Franz Liszt (arr.),6 Chants polonais S.480 (arr. Liszt),No. 6 Ma joie
Sergei Rachmaninoff,Vocalise Op. 34 No. 14 (arr. for piano solo),-
Domenico Scarlatti / Carl Tausig (arr.),Pastorale and Capriccio in D major (arr. Tausig),-
